ts,endpoint,code,ms
07:36:14,/cursos,200,60
07:36:15,/health,200,59
07:36:15,/cursos,200,60
07:36:15,/health,200,59
07:36:16,/cursos,200,60
07:36:16,/health,200,60
07:36:16,/cursos,200,61
07:36:17,/health,200,60
07:36:17,/cursos,200,62
07:36:18,/health,200,57
07:36:18,/cursos,200,60
07:36:19,/health,200,59
07:36:19,/cursos,200,60
07:36:20,/health,200,60
07:36:20,/cursos,200,60
07:36:20,/health,200,60
07:36:21,/cursos,200,61
07:36:21,/health,200,60
07:36:21,/cursos,200,63
07:36:22,/health,200,58
07:36:22,/cursos,200,60
07:36:23,/health,200,61
07:36:23,/cursos,200,61
07:36:24,/health,200,60
07:36:24,/cursos,200,61
07:36:25,/health,200,60
07:36:25,/cursos,200,61
07:36:25,/health,200,58
07:36:25,/cursos,200,63
07:36:26,/health,200,61
07:36:26,/cursos,200,62
07:36:27,/health,200,59
07:36:27,/cursos,200,61
07:36:28,/health,200,60
07:36:28,/cursos,200,61
07:36:29,/health,200,59
07:36:29,/cursos,200,66
07:36:30,/health,200,60
07:36:30,/cursos,200,61
07:36:30,/health,200,60
07:36:30,/cursos,200,64
07:36:31,/health,200,58
07:36:31,/cursos,200,63
07:36:32,/health,200,60
07:36:32,/cursos,200,65
07:36:33,/health,200,63
07:36:33,/cursos,200,63
07:36:34,/health,200,57
07:36:34,/cursos,200,62
07:36:35,/health,200,62
07:36:35,/cursos,200,63
07:36:35,/health,200,60
07:36:35,/cursos,200,66
07:36:36,/health,200,62
07:36:36,/cursos,200,62
07:36:37,/health,200,59
07:36:37,/cursos,200,60
07:36:38,/health,200,58
07:36:38,/cursos,200,62
07:36:39,/health,200,57
07:36:39,/cursos,200,59
07:36:40,/health,200,60
07:36:40,/cursos,200,61
07:36:40,/health,200,58
07:36:40,/cursos,200,60
07:36:41,/health,200,60
07:36:41,/cursos,200,65
07:36:42,/health,200,57
07:36:42,/cursos,200,59
07:36:43,/health,200,62
07:36:43,/cursos,200,60
07:36:44,/health,200,58
07:36:44,/cursos,200,65
07:36:45,/health,200,58
07:36:45,/cursos,200,61
07:36:45,/health,200,60
07:36:45,/cursos,200,60
07:36:46,/health,200,61
07:36:46,/cursos,200,65
07:36:47,/health,200,60
07:36:47,/cursos,200,63
07:36:48,/health,200,62
07:36:48,/cursos,200,62
07:36:49,/health,200,58
07:36:49,/cursos,200,60
07:36:50,/health,200,63
07:36:50,/cursos,200,63
07:36:50,/health,200,60
07:36:50,/cursos,200,67
07:36:51,/health,200,58
07:36:51,/cursos,200,61
07:36:52,/health,200,60
07:36:52,/cursos,200,61
07:36:53,/health,200,60
07:36:53,/cursos,200,60
07:36:54,/health,200,61
07:36:54,/cursos,200,60
07:36:55,/health,200,60
07:36:55,/cursos,200,61
07:36:55,/health,200,60
07:36:55,/cursos,200,61
07:36:56,/health,200,61
07:36:56,/cursos,200,59
07:36:57,/health,200,61
07:36:57,/cursos,200,60
07:36:58,/health,200,59
07:36:58,/cursos,200,61
07:36:59,/health,200,60
07:36:59,/cursos,200,62
07:37:00,/health,200,61
07:37:00,/cursos,200,59
07:37:00,/health,200,62
07:37:00,/cursos,200,63
07:37:01,/health,200,58
07:37:01,/cursos,200,62
07:37:02,/health,200,60
07:37:02,/cursos,200,60
07:37:03,/health,200,60
07:37:03,/cursos,200,62
07:37:04,/health,200,61
07:37:04,/cursos,200,63
07:37:05,/health,200,60
07:37:05,/cursos,200,62
07:37:05,/health,200,59
07:37:05,/cursos,200,61
07:37:06,/health,200,59
07:37:06,/cursos,200,59
07:37:07,/health,200,61
07:37:07,/cursos,200,61
07:37:08,/health,200,59
07:37:08,/cursos,200,62
07:37:09,/health,200,61
07:37:09,/cursos,200,59
07:37:10,/health,200,59
07:37:10,/cursos,200,60
07:37:10,/health,200,61
07:37:10,/cursos,200,63
07:37:11,/health,200,59
07:37:11,/cursos,200,66
07:37:12,/health,200,60
07:37:12,/cursos,200,61
07:37:13,/health,200,61
07:37:13,/cursos,200,61
07:37:14,/health,200,59
07:37:14,/cursos,200,67
07:37:15,/health,200,58
07:37:15,/cursos,200,63
07:37:15,/health,200,59
07:37:15,/cursos,200,63
07:37:16,/health,200,60
07:37:16,/cursos,200,59
07:37:17,/health,200,60
07:37:17,/cursos,200,60
07:37:18,/health,200,61
07:37:18,/cursos,200,63
07:37:19,/health,200,60
07:37:19,/cursos,200,63
07:37:20,/health,200,60
07:37:20,/cursos,200,61
07:37:20,/health,200,83
07:37:21,/cursos,200,150
07:37:21,/health,200,61
07:37:21,/cursos,200,63
07:37:22,/health,200,61
07:37:22,/cursos,200,62
07:37:23,/health,200,61
07:37:23,/cursos,200,60
07:37:24,/health,200,62
07:37:24,/cursos,200,62
07:37:25,/health,200,61
07:37:25,/cursos,200,62
07:37:25,/health,200,59
07:37:26,/cursos,200,62
07:37:26,/health,200,59
07:37:26,/cursos,200,60
07:37:27,/health,200,61
07:37:27,/cursos,200,61
07:37:28,/health,200,61
07:37:28,/cursos,200,61
07:37:29,/health,200,61
07:37:29,/cursos,200,59
07:37:30,/health,200,59
07:37:30,/cursos,200,59
07:37:30,/health,200,63
07:37:31,/cursos,200,63
07:37:31,/health,200,58
07:37:31,/cursos,200,63
07:37:32,/health,200,57
07:37:32,/cursos,200,61
07:37:33,/health,200,60
07:37:33,/cursos,200,60
07:37:34,/health,200,62
07:37:34,/cursos,200,59
07:37:35,/health,200,60
07:37:35,/cursos,200,62
07:37:35,/health,200,60
07:37:35,/cursos,200,64
07:37:36,/health,200,61
07:37:36,/cursos,200,65
07:37:37,/health,200,59
07:37:37,/cursos,200,61
07:37:38,/health,200,58
07:37:38,/cursos,200,59
07:37:39,/health,200,60
07:37:39,/cursos,200,61
07:37:40,/health,200,58
07:37:40,/cursos,200,66
07:37:40,/health,200,62
07:37:40,/cursos,200,62
07:37:41,/health,200,57
07:37:41,/cursos,200,60
07:37:42,/health,200,57
07:37:42,/cursos,200,60
07:37:43,/health,200,58
07:37:43,/cursos,200,59
07:37:44,/health,200,59
07:37:44,/cursos,200,61
07:37:45,/health,200,58
07:37:45,/cursos,200,61
07:37:45,/health,200,58
07:37:45,/cursos,200,62
07:37:46,/health,200,58
07:37:46,/cursos,200,59
07:37:47,/health,200,66
07:37:47,/cursos,200,60
07:37:48,/health,200,60
07:37:48,/cursos,200,61
07:37:49,/health,200,58
07:37:49,/cursos,200,62
07:37:50,/health,200,61
07:37:50,/cursos,200,64
07:37:50,/health,200,65
07:37:50,/cursos,200,64
07:37:51,/health,200,60
07:37:51,/cursos,200,65
07:37:52,/health,200,61
07:37:52,/cursos,200,61
07:37:53,/health,200,60
07:37:53,/cursos,200,59
07:37:54,/health,200,62
07:37:54,/cursos,200,61
07:37:55,/health,200,58
07:37:55,/cursos,200,60
07:37:55,/health,200,59
07:37:56,/cursos,200,63
07:37:56,/health,200,58
07:37:56,/cursos,200,61
07:37:57,/health,200,63
07:37:57,/cursos,200,60
07:37:58,/health,200,60
07:37:58,/cursos,200,59
07:37:59,/health,200,58
07:37:59,/cursos,200,61
07:38:00,/health,200,57
07:38:00,/cursos,200,64
07:38:00,/health,200,61
07:38:00,/cursos,200,60
07:38:01,/health,200,59
07:38:01,/cursos,200,60
07:38:02,/health,200,61
07:38:02,/cursos,200,61
07:38:03,/health,200,58
07:38:03,/cursos,200,60
07:38:04,/health,200,61
07:38:04,/cursos,200,60
07:38:05,/health,200,62
07:38:05,/cursos,200,59
07:38:05,/health,200,62
07:38:05,/cursos,200,61
07:38:06,/health,200,58
07:38:06,/cursos,200,60
07:38:07,/health,200,58
07:38:07,/cursos,200,62
07:38:08,/health,200,63
07:38:08,/cursos,200,59
07:38:09,/health,200,59
07:38:09,/cursos,200,64
07:38:10,/health,200,60
07:38:10,/cursos,200,63
07:38:10,/health,200,64
07:38:10,/cursos,200,61
07:38:11,/health,200,60
07:38:11,/cursos,200,62
07:38:12,/health,200,120
07:38:12,/cursos,200,63
07:38:13,/health,200,58
07:38:13,/cursos,200,59
07:38:14,/health,200,63
07:38:14,/cursos,200,70
07:38:15,/health,200,59
07:38:15,/cursos,200,62
07:38:16,/health,200,64
07:38:16,/cursos,200,61
07:38:16,/health,200,61
07:38:16,/cursos,200,64
07:38:17,/health,200,61
07:38:17,/cursos,200,60
07:38:18,/health,200,62
07:38:18,/cursos,200,62
07:38:19,/health,200,60
07:38:19,/cursos,200,61
07:38:20,/health,200,62
07:38:20,/cursos,200,64
07:38:21,/health,200,59
07:38:21,/cursos,200,61
07:38:21,/health,200,61
07:38:21,/cursos,200,60
07:38:22,/health,200,62
07:38:22,/cursos,200,67
07:38:23,/health,200,61
07:38:23,/cursos,200,64
07:38:24,/health,200,61
07:38:24,/cursos,200,63
07:38:25,/health,200,61
07:38:25,/cursos,200,68
07:38:26,/health,200,64
07:38:26,/cursos,200,63
07:38:26,/health,200,71
07:38:27,/cursos,200,241
07:38:27,/health,200,90
07:38:27,/cursos,200,70
07:38:28,/health,200,58
07:38:28,/cursos,200,60
07:38:29,/health,200,59
07:38:29,/cursos,200,60
07:38:30,/health,200,59
07:38:30,/cursos,200,63
07:38:31,/health,200,61
07:38:31,/cursos,200,60
07:38:32,/health,200,62
07:38:32,/cursos,200,62
07:38:32,/health,200,59
07:38:32,/cursos,200,62
07:38:33,/health,200,60
07:38:33,/cursos,200,60
07:38:34,/health,200,58
07:38:34,/cursos,200,60
07:38:35,/health,200,62
07:38:35,/cursos,200,63
07:38:36,/health,200,59
07:38:36,/cursos,200,63
07:38:37,/health,200,59
07:38:37,/cursos,200,62
07:38:37,/health,200,61
07:38:37,/cursos,200,60
07:38:38,/health,200,59
07:38:38,/cursos,200,59
07:38:39,/health,200,61
07:38:39,/cursos,200,60
07:38:40,/health,200,59
07:38:40,/cursos,200,60
07:38:41,/health,200,61
07:38:41,/cursos,200,60
07:38:42,/health,200,61
07:38:42,/cursos,200,61
07:38:42,/health,200,58
07:38:42,/cursos,200,60
07:38:43,/health,200,61
07:38:43,/cursos,200,62
07:38:44,/health,200,58
07:38:44,/cursos,200,64
07:38:45,/health,200,59
07:38:45,/cursos,200,59
07:38:46,/health,200,58
07:38:46,/cursos,200,60
07:38:47,/health,200,59
07:38:47,/cursos,200,63
07:38:47,/health,200,63
07:38:47,/cursos,200,61
07:38:48,/health,200,61
07:38:48,/cursos,200,61
07:38:49,/health,200,59
07:38:49,/cursos,200,62
07:38:50,/health,200,61
07:38:50,/cursos,200,61
07:38:51,/health,200,60
07:38:51,/cursos,200,60
07:38:52,/health,200,60
07:38:52,/cursos,200,60
07:38:52,/health,200,59
07:38:52,/cursos,200,64
07:38:53,/health,200,63
07:38:53,/cursos,200,61
07:38:54,/health,200,60
07:38:54,/cursos,200,60
07:38:55,/health,200,65
07:38:55,/cursos,200,61
07:38:56,/health,200,59
07:38:56,/cursos,200,61
07:38:57,/health,200,61
07:38:57,/cursos,200,62
07:38:57,/health,200,62
07:38:57,/cursos,200,60
07:38:58,/health,200,58
07:38:58,/cursos,200,60
07:38:59,/health,200,59
07:38:59,/cursos,200,60
07:39:00,/health,200,59
07:39:00,/cursos,200,66
07:39:01,/health,200,59
07:39:01,/cursos,200,60
07:39:02,/health,200,62
07:39:02,/cursos,200,62
07:39:02,/health,200,58
07:39:02,/cursos,200,63
07:39:03,/health,200,60
07:39:03,/cursos,200,60
07:39:04,/health,200,59
07:39:04,/cursos,200,59
07:39:05,/health,200,59
07:39:05,/cursos,200,59
07:39:06,/health,200,58
07:39:06,/cursos,200,63
07:39:07,/health,200,58
07:39:07,/cursos,200,60
07:39:07,/health,200,58
07:39:07,/cursos,200,59
07:39:08,/health,200,60
07:39:08,/cursos,200,58
07:39:09,/health,200,61
07:39:09,/cursos,200,59
07:39:10,/health,200,61
07:39:10,/cursos,200,60
07:39:11,/health,200,61
07:39:11,/cursos,200,59
07:39:12,/health,200,59
07:39:12,/cursos,200,59
07:39:12,/health,200,61
07:39:12,/cursos,200,61
07:39:13,/health,200,57
07:39:13,/cursos,200,62
07:39:14,/health,200,59
07:39:14,/cursos,200,60
07:39:15,/health,200,65
07:39:15,/cursos,200,66
07:39:16,/health,200,60
07:39:16,/cursos,200,59
07:39:17,/health,200,59
07:39:17,/cursos,200,62
07:39:17,/health,200,61
07:39:17,/cursos,200,61
07:39:18,/health,200,60
07:39:18,/cursos,200,60
07:39:19,/health,200,62
07:39:19,/cursos,200,60
07:39:20,/health,200,59
07:39:20,/cursos,200,60
07:39:21,/health,200,58
07:39:21,/cursos,200,59
07:39:22,/health,200,58
07:39:22,/cursos,200,60
07:39:22,/health,200,60
07:39:22,/cursos,200,62
07:39:23,/health,200,59
07:39:23,/cursos,200,61
07:39:24,/health,200,60
07:39:24,/cursos,200,60
07:39:25,/health,200,61
07:39:25,/cursos,200,64
07:39:26,/health,200,59
07:39:26,/cursos,200,61
07:39:26,/health,200,58
07:39:27,/cursos,200,61
07:39:27,/health,200,58
07:39:27,/cursos,200,60
07:39:28,/health,200,61
07:39:28,/cursos,200,61
07:39:29,/health,200,60
07:39:29,/cursos,200,59
07:39:30,/health,200,60
07:39:30,/cursos,200,67
07:39:31,/health,200,67
07:39:31,/cursos,200,103
07:39:32,/health,200,61
07:39:32,/cursos,200,63
07:39:32,/health,200,61
07:39:32,/cursos,200,68
07:39:33,/health,200,67
07:39:33,/cursos,200,72
07:39:34,/health,200,105
07:39:34,/cursos,200,64
07:39:35,/health,200,183
07:39:35,/cursos,200,65
07:39:36,/health,200,59
07:39:36,/cursos,200,59
07:39:37,/health,200,60
07:39:37,/cursos,200,64
07:39:38,/health,200,58
07:39:38,/cursos,200,62
07:39:38,/health,200,60
07:39:38,/cursos,200,60
07:39:39,/health,200,63
07:39:39,/cursos,200,59
07:39:40,/health,200,59
07:39:40,/cursos,200,63
07:39:41,/health,200,58
07:39:41,/cursos,200,65
07:39:42,/health,200,60
07:39:42,/cursos,200,64
07:39:43,/health,200,59
07:39:43,/cursos,200,64
07:39:43,/health,200,59
07:39:43,/cursos,200,63
07:39:44,/health,200,58
07:39:44,/cursos,200,63
07:39:45,/health,200,61
07:39:45,/cursos,200,60
07:39:46,/health,200,60
07:39:46,/cursos,200,60
07:39:47,/health,200,61
07:39:47,/cursos,200,64
07:39:48,/health,200,57
07:39:48,/cursos,200,60
07:39:48,/health,200,58
07:39:48,/cursos,200,60
07:39:49,/health,200,69
07:39:49,/cursos,200,67
07:39:50,/health,200,63
07:39:50,/cursos,200,61
07:39:51,/health,200,101
07:39:51,/cursos,200,64
07:39:52,/health,200,70
07:39:52,/cursos,200,70
07:39:53,/health,200,62
07:39:53,/cursos,200,62
07:39:54,/health,200,66
07:39:54,/cursos,200,64
07:39:54,/health,200,64
07:39:54,/cursos,200,60
07:39:55,/health,200,62
07:39:55,/cursos,200,65
07:39:56,/health,200,59
07:39:56,/cursos,200,64
07:39:57,/health,200,61
07:39:57,/cursos,200,63
07:39:58,/health,200,62
07:39:58,/cursos,200,65
07:39:59,/health,200,61
07:39:59,/cursos,200,61
07:39:59,/health,200,62
07:39:59,/cursos,200,60
07:40:00,/health,200,58
07:40:00,/cursos,200,63
07:40:01,/health,200,58
07:40:01,/cursos,200,60
07:40:02,/health,200,62
07:40:02,/cursos,200,63
07:40:03,/health,200,63
07:40:03,/cursos,200,61
07:40:04,/health,200,61
07:40:04,/cursos,200,62
07:40:04,/health,200,61
07:40:04,/cursos,200,61
07:40:05,/health,200,59
07:40:05,/cursos,200,59
07:40:06,/health,200,60
07:40:06,/cursos,200,59
07:40:07,/health,200,61
07:40:07,/cursos,200,64
07:40:08,/health,200,60
07:40:08,/cursos,200,62
07:40:09,/health,200,60
07:40:09,/cursos,200,61
07:40:09,/health,200,60
07:40:09,/cursos,200,59
07:40:10,/health,200,59
07:40:10,/cursos,200,61
07:40:11,/health,200,59
07:40:11,/cursos,200,59
07:40:12,/health,200,61
07:40:12,/cursos,200,63
07:40:13,/health,200,60
07:40:13,/cursos,200,59
07:40:14,/health,200,62
07:40:14,/cursos,200,61
07:40:14,/health,200,60
07:40:14,/cursos,200,61
07:40:15,/health,200,60
07:40:15,/cursos,200,59
07:40:16,/health,200,59
07:40:16,/cursos,200,60
07:40:17,/health,200,62
07:40:17,/cursos,200,67
07:40:18,/health,200,63
07:40:18,/cursos,200,62
07:40:19,/health,200,62
07:40:19,/cursos,200,62
07:40:19,/health,200,62
07:40:19,/cursos,200,61
07:40:20,/health,200,61
07:40:20,/cursos,200,61
07:40:21,/health,200,57
07:40:21,/cursos,200,59
07:40:22,/health,200,58
07:40:22,/cursos,200,61
07:40:23,/health,200,59
07:40:23,/cursos,200,59
07:40:23,/health,200,58
07:40:24,/cursos,200,63
07:40:24,/health,200,58
07:40:24,/cursos,200,64
07:40:25,/health,200,58
07:40:25,/cursos,200,61
07:40:26,/health,200,63
07:40:26,/cursos,200,64
07:40:27,/health,200,62
07:40:27,/cursos,200,60
07:40:28,/health,200,60
07:40:28,/cursos,200,60
07:40:28,/health,200,61
07:40:29,/cursos,200,66
07:40:29,/health,200,58
07:40:29,/cursos,200,59
07:40:30,/health,200,60
07:40:30,/cursos,200,59
07:40:31,/health,200,60
07:40:31,/cursos,200,65
07:40:32,/health,200,62
07:40:32,/cursos,200,63
07:40:33,/health,200,59
07:40:33,/cursos,200,61
07:40:33,/health,200,62
07:40:34,/cursos,200,63
07:40:34,/health,200,59
07:40:34,/cursos,200,62
07:40:35,/health,200,60
07:40:35,/cursos,200,62
07:40:36,/health,200,60
07:40:36,/cursos,200,60
07:40:37,/health,200,58
07:40:37,/cursos,200,59
07:40:38,/health,200,59
07:40:38,/cursos,200,61
07:40:38,/health,200,61
07:40:39,/cursos,200,59
07:40:39,/health,200,59
07:40:39,/cursos,200,61
07:40:40,/health,200,61
07:40:40,/cursos,200,59
07:40:41,/health,200,60
07:40:41,/cursos,200,62
07:40:42,/health,200,61
07:40:42,/cursos,200,64
07:40:43,/health,200,57
07:40:43,/cursos,200,61
07:40:43,/health,200,62
07:40:44,/cursos,200,71
07:40:44,/health,200,60
07:40:44,/cursos,200,63
07:40:45,/health,200,60
07:40:45,/cursos,200,59
07:40:46,/health,200,59
07:40:46,/cursos,200,60
07:40:47,/health,200,63
07:40:47,/cursos,200,61
07:40:48,/health,200,60
07:40:48,/cursos,200,62
07:40:48,/health,200,58
07:40:49,/cursos,200,67
07:40:49,/health,200,57
07:40:49,/cursos,200,59
07:40:50,/health,200,62
07:40:50,/cursos,200,62
07:40:51,/health,200,57
07:40:51,/cursos,200,62
07:40:52,/health,200,58
07:40:52,/cursos,200,60
07:40:53,/health,200,59
07:40:53,/cursos,200,59
07:40:53,/health,200,60
07:40:54,/cursos,200,60
07:40:54,/health,200,58
07:40:54,/cursos,200,60
07:40:55,/health,200,57
07:40:55,/cursos,200,60
07:40:56,/health,200,58
07:40:56,/cursos,200,66
07:40:57,/health,200,62
07:40:57,/cursos,200,59
07:40:58,/health,200,57
07:40:58,/cursos,200,62
07:40:58,/health,200,58
07:40:58,/cursos,200,64
07:40:59,/health,200,58
07:40:59,/cursos,200,61
07:41:00,/health,200,59
07:41:00,/cursos,200,61
07:41:01,/health,200,59
07:41:01,/cursos,200,62
07:41:02,/health,200,60
07:41:02,/cursos,200,59
07:41:03,/health,200,60
07:41:03,/cursos,200,62
07:41:03,/health,200,61
07:41:03,/cursos,200,60
07:41:04,/health,200,59
07:41:04,/cursos,200,61
07:41:05,/health,200,59
07:41:05,/cursos,200,62
07:41:06,/health,200,60
07:41:06,/cursos,200,59
07:41:07,/health,200,62
07:41:07,/cursos,200,62
07:41:08,/health,200,58
07:41:08,/cursos,200,62
07:41:08,/health,200,60
07:41:08,/cursos,200,62
07:41:09,/health,200,59
07:41:09,/cursos,200,61
07:41:10,/health,200,60
07:41:10,/cursos,200,63
07:41:11,/health,200,59
07:41:11,/cursos,200,59
07:41:12,/health,200,61
07:41:12,/cursos,200,64
07:41:13,/health,200,93
07:41:13,/cursos,200,61
07:41:13,/health,200,61
07:41:14,/cursos,200,60
07:41:14,/health,200,59
07:41:14,/cursos,200,61
07:41:15,/health,200,60
07:41:15,/cursos,200,62
07:41:16,/health,200,64
07:41:16,/cursos,200,62
07:41:17,/health,200,62
07:41:17,/cursos,200,63
07:41:18,/health,200,59
07:41:18,/cursos,200,61
07:41:18,/health,200,60
07:41:19,/cursos,200,61
07:41:19,/health,200,57
07:41:19,/cursos,200,60
07:41:20,/health,200,59
07:41:20,/cursos,200,59
07:41:21,/health,200,60
07:41:21,/cursos,200,61
07:41:22,/health,200,61
07:41:22,/cursos,200,65
07:41:23,/health,200,61
07:41:23,/cursos,200,59
07:41:23,/health,200,63
07:41:24,/cursos,200,61
07:41:24,/health,200,60
07:41:24,/cursos,200,60
07:41:25,/health,200,60
07:41:25,/cursos,200,62
07:41:26,/health,200,57
07:41:26,/cursos,200,63
07:41:27,/health,200,62
07:41:27,/cursos,200,63
07:41:28,/health,200,61
07:41:28,/cursos,200,68
07:41:28,/health,200,60
07:41:29,/cursos,200,61
07:41:29,/health,200,58
07:41:29,/cursos,200,61
07:41:30,/health,200,59
07:41:30,/cursos,200,60
07:41:31,/health,200,60
07:41:31,/cursos,200,59
07:41:32,/health,200,61
07:41:32,/cursos,200,65
07:41:33,/health,200,57
07:41:33,/cursos,200,59
07:41:33,/health,200,61
07:41:34,/cursos,200,61
07:41:34,/health,200,60
07:41:34,/cursos,200,60
07:41:35,/health,200,60
07:41:35,/cursos,200,63
07:41:36,/health,200,60
07:41:36,/cursos,200,60
07:41:37,/health,200,61
07:41:37,/cursos,200,60
07:41:38,/health,200,58
07:41:38,/cursos,200,59
07:41:38,/health,200,57
07:41:39,/cursos,200,62
07:41:39,/health,200,59
07:41:39,/cursos,200,62
07:41:40,/health,200,59
07:41:40,/cursos,200,61
07:41:41,/health,200,59
07:41:41,/cursos,200,61
07:41:42,/health,200,59
07:41:42,/cursos,200,63
07:41:43,/health,200,59
07:41:43,/cursos,200,59
07:41:43,/health,200,59
07:41:43,/cursos,200,59
07:41:44,/health,200,60
07:41:44,/cursos,200,60
07:41:45,/health,200,59
07:41:45,/cursos,200,61
07:41:46,/health,200,60
07:41:46,/cursos,200,63
07:41:47,/health,200,62
07:41:47,/cursos,200,61
07:41:48,/health,200,61
07:41:48,/cursos,200,60
07:41:48,/health,200,58
07:41:48,/cursos,200,61
07:41:49,/health,200,60
07:41:49,/cursos,200,63
07:41:50,/health,200,58
07:41:50,/cursos,200,63
07:41:51,/health,200,59
07:41:51,/cursos,200,60
07:41:52,/health,200,60
07:41:52,/cursos,200,62
07:41:53,/health,200,61
07:41:53,/cursos,200,64
07:41:53,/health,200,62
07:41:53,/cursos,200,62
07:41:54,/health,200,60
07:41:54,/cursos,200,59
07:41:55,/health,200,58
07:41:55,/cursos,200,62
07:41:56,/health,200,57
07:41:56,/cursos,200,62
07:41:57,/health,200,58
07:41:57,/cursos,200,64
07:41:58,/health,200,61
07:41:58,/cursos,200,60
07:41:58,/health,200,60
07:41:59,/cursos,200,65
07:41:59,/health,200,58
07:41:59,/cursos,200,62
07:42:00,/health,200,58
07:42:00,/cursos,200,59
07:42:01,/health,200,58
07:42:01,/cursos,200,60
07:42:02,/health,200,61
07:42:02,/cursos,200,63
07:42:03,/health,200,60
07:42:03,/cursos,200,61
07:42:03,/health,200,60
07:42:03,/cursos,200,60
07:42:04,/health,200,60
07:42:04,/cursos,200,59
07:42:05,/health,200,59
07:42:05,/cursos,200,60
07:42:06,/health,200,60
07:42:06,/cursos,200,60
07:42:07,/health,200,58
07:42:07,/cursos,200,59
07:42:08,/health,200,61
07:42:08,/cursos,200,61
07:42:08,/health,200,59
07:42:08,/cursos,200,60
07:42:09,/health,200,58
07:42:09,/cursos,200,62
07:42:10,/health,200,59
07:42:10,/cursos,200,60
07:42:11,/health,200,62
07:42:11,/cursos,200,61
07:42:12,/health,200,58
07:42:12,/cursos,200,61
07:42:13,/health,200,58
07:42:13,/cursos,200,61
07:42:13,/health,200,59
07:42:13,/cursos,200,60
07:42:14,/health,200,59
07:42:14,/cursos,200,60
07:42:15,/health,200,57
07:42:15,/cursos,200,60
07:42:16,/health,200,60
07:42:16,/cursos,200,62
07:42:17,/health,200,60
07:42:17,/cursos,200,59
07:42:18,/health,200,60
07:42:18,/cursos,200,59
07:42:18,/health,200,61
07:42:18,/cursos,200,60
07:42:19,/health,200,62
07:42:19,/cursos,200,61
07:42:20,/health,200,60
07:42:20,/cursos,200,60
07:42:21,/health,200,60
07:42:21,/cursos,200,60
07:42:22,/health,200,61
07:42:22,/cursos,200,61
07:42:23,/health,200,59
07:42:23,/cursos,200,62
07:42:23,/health,200,58
07:42:23,/cursos,200,62
07:42:24,/health,200,60
07:42:24,/cursos,200,61
07:42:25,/health,200,61
07:42:25,/cursos,200,59
07:42:26,/health,200,60
07:42:26,/cursos,200,61
